Filename	Frame	Time (mins)	Period	Period time (mins)	Image row	Image col	Width	Height	OpCode	TapeReader	Depth	Comment	Time on seafloor	Video duration	Water temperature	Visibility	Bottom type	% Water column	% Obstruction	Length tape reader	Family	Genus	Species	Code	Number	Stage	Activity	Comment		
21-05_WILD_001_L (2).MP4	  28694	  27.2480	Analysis	  13.6980	959.42	553.98	0	0	21-05_Wild_001	Angus van Wyk	62.8	Elasmobranchs only. 202311 QAQC AD - Added in Depth; cannot measure as the sample treated as a monoBRUV - RHS footage not added to EMOb because the visibility is bad. Vis estimated	13.5500	60		500.000	Sand	63	0						1	AD	Passing	ID poor vis		
21-05_WILD_001_L (3).MP4	   6298	  37.4660	Analysis	  23.9160	410.68	827.77	0	0	21-05_Wild_001	Angus van Wyk	62.8	Elasmobranchs only. 202311 QAQC AD - Added in Depth; cannot measure as the sample treated as a monoBRUV - RHS footage not added to EMOb because the visibility is bad. Vis estimated	13.5500	60		500.000	Sand	63	0						1	AD	Passing	ID poor vis		
21-05_WILD_001_L (3).MP4	  31626	  45.9087	Analysis	  32.3587	586.60	1329.90	0	0	21-05_Wild_001	Angus van Wyk	62.8	Elasmobranchs only. 202311 QAQC AD - Added in Depth; cannot measure as the sample treated as a monoBRUV - RHS footage not added to EMOb because the visibility is bad. Vis estimated	13.5500	60		500.000	Sand	63	0						1	AD	Passing	ID poor vis		
21-05_WILD_001_L (3).MP4	  37611	  47.9037	Analysis	  34.3537	749.71	1070.10	0	0	21-05_Wild_001	Angus van Wyk	62.8	Elasmobranchs only. 202311 QAQC AD - Added in Depth; cannot measure as the sample treated as a monoBRUV - RHS footage not added to EMOb because the visibility is bad. Vis estimated	13.5500	60		500.000	Sand	63	0						1	AD	Passing	ID poor vis		
21-05_WILD_001_L (3).MP4	  37671	  47.9237	Analysis	  34.3737	338.45	863.88	0	0	21-05_Wild_001	Angus van Wyk	62.8	Elasmobranchs only. 202311 QAQC AD - Added in Depth; cannot measure as the sample treated as a monoBRUV - RHS footage not added to EMOb because the visibility is bad. Vis estimated	13.5500	60		500.000	Sand	63	0						1	AD	Passing	ID poor vis		
21-05_WILD_001_L (4).MP4	   5113	  54.7543	Analysis	  41.2043	451.46	1375.34	0	0	21-05_Wild_001	Angus van Wyk	62.8	Elasmobranchs only. 202311 QAQC AD - Added in Depth; cannot measure as the sample treated as a monoBRUV - RHS footage not added to EMOb because the visibility is bad. Vis estimated	13.5500	60		500.000	Sand	63	0						1	AD	Passing	ID poor vis		
21-05_WILD_001_L (4).MP4	   9409	  56.1863	Analysis	  42.6363	453.79	1706.21	0	0	21-05_Wild_001	Angus van Wyk	62.8	Elasmobranchs only. 202311 QAQC AD - Added in Depth; cannot measure as the sample treated as a monoBRUV - RHS footage not added to EMOb because the visibility is bad. Vis estimated	13.5500	60		500.000	Sand	63	0						1	AD	Passing	ID poor vis		
21-05_WILD_001_L (4).MP4	  27729	  62.2930	Analysis	  48.7430	124.08	1214.56	0	0	21-05_Wild_001	Angus van Wyk	62.8	Elasmobranchs only. 202311 QAQC AD - Added in Depth; cannot measure as the sample treated as a monoBRUV - RHS footage not added to EMOb because the visibility is bad. Vis estimated	13.5500	60		500.000	Sand	63	0						1	AD	Passing	ID poor vis		
21-05_WILD_001_L (4).MP4	  27729	  62.2930	Analysis	  48.7430	570.29	43.69	0	0	21-05_Wild_001	Angus van Wyk	62.8	Elasmobranchs only. 202311 QAQC AD - Added in Depth; cannot measure as the sample treated as a monoBRUV - RHS footage not added to EMOb because the visibility is bad. Vis estimated	13.5500	60		500.000	Sand	63	0						1	AD	Passing	ID poor vis		
21-05_WILD_001_L (4).MP4	  27729	  62.2930	Analysis	  48.7430	633.20	1753.98	0	0	21-05_Wild_001	Angus van Wyk	62.8	Elasmobranchs only. 202311 QAQC AD - Added in Depth; cannot measure as the sample treated as a monoBRUV - RHS footage not added to EMOb because the visibility is bad. Vis estimated	13.5500	60		500.000	Sand	63	0						1	AD	Passing	ID poor vis		
21-05_WILD_001_L (4).MP4	  45154	  68.1013	Analysis	  54.5513	684.47	1133.01	0	0	21-05_Wild_001	Angus van Wyk	62.8	Elasmobranchs only. 202311 QAQC AD - Added in Depth; cannot measure as the sample treated as a monoBRUV - RHS footage not added to EMOb because the visibility is bad. Vis estimated	13.5500	60		500.000	Sand	63	0						1	AD	Passing	ID poor vis		
21-05_WILD_001_L (5).MP4	   4710	  72.3033	Analysis	  58.7533	481.75	1185.44	0	0	21-05_Wild_001	Angus van Wyk	62.8	Elasmobranchs only. 202311 QAQC AD - Added in Depth; cannot measure as the sample treated as a monoBRUV - RHS footage not added to EMOb because the visibility is bad. Vis estimated	13.5500	60		500.000	Sand	63	0						1	AD	Passing	ID poor vis		
21-05_WILD_001_L (5).MP4	  37507	  83.2357	Extra time	   9.6847	706.60	931.46	0	0	21-05_Wild_001	Angus van Wyk	62.8	Elasmobranchs only. 202311 QAQC AD - Added in Depth; cannot measure as the sample treated as a monoBRUV - RHS footage not added to EMOb because the visibility is bad. Vis estimated	13.5500	60		500.000	Sand	63	0		Triakidae	Mustelus	mosis	5942	1	AD	Passing	poor vis		
21-05_WILD_002_L (5).MP4	  17644	  59.0487	Analysis	  51.6023	740.39	1269.32	0	0	21-05_Wild_002	Angus van Wyk	63.1	Elasmobranchs only. 202311 QAQC AD - Changed % Water column from 0 to 60. Rays seen, not measured as samples is treated as a monoBRUV, no RHS footgae added to the EMOb. Vis added in	7.4463	60		649.43	Sand	60	0						1	AD	Passing	Unidentified ray - poor vis		
21-05_WILD_002_L (5).MP4	  26073	  61.8583	Analysis	  54.4120	722.91	1244.85	0	0	21-05_Wild_002	Angus van Wyk	63.1	Elasmobranchs only. 202311 QAQC AD - Changed % Water column from 0 to 60. Rays seen, not measured as samples is treated as a monoBRUV, no RHS footgae added to the EMOb. Vis added in	7.4463	60		649.43	Sand	60	0						1	AD	Passing	ID ray 1		
21-05_WILD_002_L (5).MP4	  26327	  61.9430	Analysis	  54.4967	644.71	1344.71	0	0	21-05_Wild_002	Angus van Wyk	63.1	Elasmobranchs only. 202311 QAQC AD - Changed % Water column from 0 to 60. Rays seen, not measured as samples is treated as a monoBRUV, no RHS footgae added to the EMOb. Vis added in	7.4463	60		649.43	Sand	60	0						1	AD	Passing	ID ray 1		
21-05_WILD_002_L (5).MP4	  42052	  67.1847	Analysis	  59.7383	411.84	1133.01	0	0	21-05_Wild_002	Angus van Wyk	63.1	Elasmobranchs only. 202311 QAQC AD - Changed % Water column from 0 to 60. Rays seen, not measured as samples is treated as a monoBRUV, no RHS footgae added to the EMOb. Vis added in	7.4463	60		649.43	Sand	60	0						1	AD	Passing	ID poor vis		
21-05_WILD_002_L (5).MP4	  42052	  67.1847	Analysis	  59.7383	450.29	1724.85	0	0	21-05_Wild_002	Angus van Wyk	63.1	Elasmobranchs only. 202311 QAQC AD - Changed % Water column from 0 to 60. Rays seen, not measured as samples is treated as a monoBRUV, no RHS footgae added to the EMOb. Vis added in	7.4463	60		649.43	Sand	60	0						1	AD	Passing	ID poor vis		
21-05_WILD_002_L (5).MP4	  46244	  68.5820	Extra time	   1.1257	699.61	1738.83	0	0	21-05_Wild_002	Angus van Wyk	63.1	Elasmobranchs only. 202311 QAQC AD - Changed % Water column from 0 to 60. Rays seen, not measured as samples is treated as a monoBRUV, no RHS footgae added to the EMOb. Vis added in	7.4463	60		649.43	Sand	60	0						1	AD	Passing	ID poor vis		
21-05_WILD_002_L (5).MP4	  51401	  70.3010	Extra time	   2.8447	507.38	1472.04	0	0	21-05_Wild_002	Angus van Wyk	63.1	Elasmobranchs only. 202311 QAQC AD - Changed % Water column from 0 to 60. Rays seen, not measured as samples is treated as a monoBRUV, no RHS footgae added to the EMOb. Vis added in	7.4463	60		649.43	Sand	60	0						1	AD	Passing	ID ray 2		
21-05_WILD_002_L (6).MP4	   3182	  71.9113	Extra time	   4.4550	463.11	1119.03	0	0	21-05_Wild_002	Angus van Wyk	63.1	Elasmobranchs only. 202311 QAQC AD - Changed % Water column from 0 to 60. Rays seen, not measured as samples is treated as a monoBRUV, no RHS footgae added to the EMOb. Vis added in	7.4463	60		649.43	Sand	60	0						1	AD	Passing	ID poor vis		
21-05_WILD_002_L (7).MP4	  17132	  94.2447	Extra time	  26.7883	409.51	1119.03	0	0	21-05_Wild_002	Angus van Wyk	63.1	Elasmobranchs only. 202311 QAQC AD - Changed % Water column from 0 to 60. Rays seen, not measured as samples is treated as a monoBRUV, no RHS footgae added to the EMOb. Vis added in	7.4463	60		649.43	Sand	60	0						1	AD	Passing	ID poor vis		
21-05_WILD_002_L (7).MP4	  17132	  94.2447	Extra time	  26.7883	140.39	1446.41	0	0	21-05_Wild_002	Angus van Wyk	63.1	Elasmobranchs only. 202311 QAQC AD - Changed % Water column from 0 to 60. Rays seen, not measured as samples is treated as a monoBRUV, no RHS footgae added to the EMOb. Vis added in	7.4463	60		649.43	Sand	60	0						1	AD	Passing	ID poor vis		
21-05_WILD_002_L (1).MP4	  22219	   7.4063	Analysis	   0.0000	638.73	940.86	0	0	21-05_Wild_002	Matsobane Malebatja	63.1	Vulnerable species only. Poor viz, can't see seafloor clear enough. QAQC 202311 AD - Changed % water column from 100 to 60 and corrected depth and TOSF	7.4063	60	16.5	649.43	Sand	60	0						1	AD	Passing	time on seafloor		
21-05_WILD_004_L (3).MP4	   8079	  20.3890	Analysis	  15.3000	982.72	658.83	0	0	21-05_Wild_004	Angus van Wyk	26.6	Elasmobranchs only. QAQC 202311 AD - Cant measure as sample treated as a monoBRUV, RHS footage not added to EMOb. Vis terrible and Vis estimated. Depth added	5.0890	60		500	Sand	65	0						1	AD	Passing	ID ray 1		
21-05_WILD_004_L (5).MP4	  50699	  69.9623	Extra time	   4.8670	965.24	876.70	0	0	21-05_Wild_004	Angus van Wyk	26.6	Elasmobranchs only. QAQC 202311 AD - Cant measure as sample treated as a monoBRUV, RHS footage not added to EMOb. Vis terrible and Vis estimated. Depth added	5.0890	60		500	Sand	65	0						1	AD	Passing	ID ray 1		
21-05_WILD_004_L (1).MP4	  15983	   5.3277	Analysis	   0.0000	455.37	940.86	0	0	21-05_Wild_004	Matsobane Malebatja	26.6	Vulnerable species only. Poor viz can't see seafloor-water column delimit, viz estimated. QAQC 202311 AD - changed % water column from 0 to 65; corrected the TOSF and est vis	5.3277	60	17.5	500.000	Sand	65	0						1	AD	Passing	time on seafloor		
21-05_WILD_007_L (1).MP4	  29621	   9.8737	Analysis	   0.0000	489.63	1017.42	0	0	21-05_Wild_007	Matsobane Malebatja	14.3	Vulnerable species only. Poor viz, can't see seafloor-water column delimit, estimated viz. 202311 QAQC AD - %Water and visibility changed	9.87	60	20.8	750.000	Sand	79	0						1	AD	Passing	time on seafloor		
21-05_WILD_008_L (1).MP4	  32644	  10.8813	Analysis	   3.1750	507.76	1160.46	0	0	21-05_Wild_008	Elodie Heyns-Veale	67.7	Large 70 cm 74 towards end	Target + Elas	Reef low		1.9	76	0			Sparidae	Polysteganus	undulosus	4225	1	AD	Passing			
21-05_WILD_008_L (1).MP4	  32644	  10.8813	Analysis	   3.1750	654.85	1186.65	0	0	21-05_Wild_008	Elodie Heyns-Veale	67.7	Large 70 cm 74 towards end	Target + Elas	Reef low		1.9	76	0			Sparidae	Polysteganus	undulosus	4225	1	AD	Passing			
21-05_WILD_008_L (1).MP4	  37101	  12.3670	Analysis	   4.6607	596.42	1005.33	0	0	21-05_Wild_008	Elodie Heyns-Veale	67.7	Large 70 cm 74 towards end	Target + Elas	Reef low		1.9	76	0			Sparidae	Polysteganus	undulosus	4225	1	AD	Passing			
21-05_WILD_008_L (1).MP4	  37101	  12.3670	Analysis	   4.6607	225.67	1585.56	0	0	21-05_Wild_008	Elodie Heyns-Veale	67.7	Large 70 cm 74 towards end	Target + Elas	Reef low		1.9	76	0			Sparidae	Polysteganus	undulosus	4225	1	AD	Passing			
21-05_WILD_008_L (1).MP4	  37101	  12.3670	Analysis	   4.6607	848.28	1160.46	0	0	21-05_Wild_008	Elodie Heyns-Veale	67.7	Large 70 cm 74 towards end	Target + Elas	Reef low		1.9	76	0			Sparidae	Polysteganus	undulosus	4225	1	AD	Passing			
21-05_WILD_008_L (1).MP4	  46417	  15.4723	Analysis	   7.7660	832.16	1299.48	0	0	21-05_Wild_008	Elodie Heyns-Veale	67.7	Large 70 cm 74 towards end	Target + Elas	Reef low		1.9	76	0			Sparidae	Polysteganus	undulosus	4225	1	AD	Passing			
21-05_WILD_008_L (1).MP4	  46417	  15.4723	Analysis	   7.7660	685.07	1212.84	0	0	21-05_Wild_008	Elodie Heyns-Veale	67.7	Large 70 cm 74 towards end	Target + Elas	Reef low		1.9	76	0			Sparidae	Polysteganus	undulosus	4225	1	AD	Passing			
21-05_WILD_008_L (1).MP4	  46417	  15.4723	Analysis	   7.7660	638.73	1150.39	0	0	21-05_Wild_008	Elodie Heyns-Veale	67.7	Large 70 cm 74 towards end	Target + Elas	Reef low		1.9	76	0			Sparidae	Polysteganus	undulosus	4225	1	AD	Passing			
21-05_WILD_008_L (1).MP4	  46417	  15.4723	Analysis	   7.7660	739.48	989.21	0	0	21-05_Wild_008	Elodie Heyns-Veale	67.7	Large 70 cm 74 towards end	Target + Elas	Reef low		1.9	76	0			Sparidae	Polysteganus	undulosus	4225	1	AD	Passing			
21-05_WILD_008_L (1).MP4	  46678	  15.5593	Analysis	   7.8530	820.07	878.41	0	0	21-05_Wild_008	Elodie Heyns-Veale	67.7	Large 70 cm 74 towards end	Target + Elas	Reef low		1.9	76	0			Sparidae	Polysteganus	undulosus	4225	1	AD	Passing			
21-05_WILD_008_L (1).MP4	  46678	  15.5593	Analysis	   7.8530	814.03	1311.56	0	0	21-05_Wild_008	Elodie Heyns-Veale	67.7	Large 70 cm 74 towards end	Target + Elas	Reef low		1.9	76	0			Sparidae	Polysteganus	undulosus	4225	1	AD	Passing			
21-05_WILD_008_L (1).MP4	  46678	  15.5593	Analysis	   7.8530	693.13	1462.67	0	0	21-05_Wild_008	Elodie Heyns-Veale	67.7	Large 70 cm 74 towards end	Target + Elas	Reef low		1.9	76	0			Sparidae	Polysteganus	undulosus	4225	1	AD	Passing			
21-05_WILD_008_L (1).MP4	  46678	  15.5593	Analysis	   7.8530	761.64	1662.12	0	0	21-05_Wild_008	Elodie Heyns-Veale	67.7	Large 70 cm 74 towards end	Target + Elas	Reef low		1.9	76	0			Sparidae	Polysteganus	undulosus	4225	1	AD	Passing			
21-05_WILD_008_L (1).MP4	  46678	  15.5593	Analysis	   7.8530	848.28	1440.50	0	0	21-05_Wild_008	Elodie Heyns-Veale	67.7	Large 70 cm 74 towards end	Target + Elas	Reef low		1.9	76	0			Sparidae	Polysteganus	undulosus	4225	1	AD	Passing			
21-05_WILD_008_L (2).MP4	   3723	  18.9243	Analysis	  11.2180	781.79	1013.39	0	0	21-05_Wild_008	Elodie Heyns-Veale	67.7	Large 70 cm 74 towards end	Target + Elas	Reef low		1.9	76	0			Sparidae	Polysteganus	undulosus	4225	1	AD	Passing			
21-05_WILD_008_L (2).MP4	   3723	  18.9243	Analysis	  11.2180	608.51	1186.65	0	0	21-05_Wild_008	Elodie Heyns-Veale	67.7	Large 70 cm 74 towards end	Target + Elas	Reef low		1.9	76	0			Sparidae	Polysteganus	undulosus	4225	1	AD	Passing			
21-05_WILD_008_L (2).MP4	   3723	  18.9243	Analysis	  11.2180	731.42	1881.72	0	0	21-05_Wild_008	Elodie Heyns-Veale	67.7	Large 70 cm 74 towards end	Target + Elas	Reef low		1.9	76	0			Sparidae	Polysteganus	undulosus	4225	1	AD	Passing			
21-05_WILD_008_L (2).MP4	   3723	  18.9243	Analysis	  11.2180	850.30	1363.95	0	0	21-05_Wild_008	Elodie Heyns-Veale	67.7	Large 70 cm 74 towards end	Target + Elas	Reef low		1.9	76	0			Sparidae	Polysteganus	undulosus	4225	1	AD	Passing			
21-05_WILD_008_L (2).MP4	   7948	  20.3327	Analysis	  12.6263	731.42	846.17	0	0	21-05_Wild_008	Elodie Heyns-Veale	67.7	Large 70 cm 74 towards end	Target + Elas	Reef low		1.9	76	0			Sparidae	Polysteganus	undulosus	4225	1	AD	Passing			
21-05_WILD_008_L (2).MP4	   7948	  20.3327	Analysis	  12.6263	679.03	948.92	0	0	21-05_Wild_008	Elodie Heyns-Veale	67.7	Large 70 cm 74 towards end	Target + Elas	Reef low		1.9	76	0			Sparidae	Polysteganus	undulosus	4225	1	AD	Passing			
